DATE,Lasso Fixed_ret_Long,Lasso Fixed_ret_Short,Lasso Fixed_ret_LS,Market
2005-01-31,-0.009660545736551285,-0.0609055832028389,0.05124503746628761,-0.029962111450731754
2005-02-28,0.017589174211025238,0.008193147368729115,0.009396026842296124,0.015945175010710955
2005-03-31,-0.01978934183716774,-0.052269112318754196,0.032479770481586456,-0.03388165216892958
2005-04-29,-0.061651624739170074,-0.06293241679668427,0.0012807920575141907,-0.04698803462088108
2005-05-31,0.03830302134156227,0.06147134676575661,-0.023168325424194336,0.04216629229485989
2005-06-30,0.043407682329416275,0.0284146498888731,0.014993032440543175,0.030574551783502102
2005-07-29,0.0618022121489048,0.06361331790685654,-0.0018111057579517365,0.05712357833981514
2005-08-31,-0.0025984386447817087,-0.014161281287670135,0.011562842642888427,-0.008581781364046037
2005-09-30,0.0034633425530046225,0.014046167023479939,-0.010582824470475316,0.009752441360615195
2005-10-31,-0.02761268988251686,-0.03614840656518936,0.0085357166826725,-0.03486416097730398
2005-11-30,0.0358356349170208,0.04041401296854019,-0.004578378051519394,0.033107865042984484
2005-12-30,0.01460342202335596,0.005798990372568369,0.008804431650787592,0.012072895374149083
2006-01-31,0.07302321493625641,0.08764911442995071,-0.014625899493694305,0.074012590944767
2006-02-28,0.01442542765289545,0.010162939317524433,0.0042624883353710175,0.00363057829963509
2006-03-31,0.034429386258125305,0.045648932456970215,-0.01121954619884491,0.035496600158512595
2006-04-28,0.02106539160013199,-0.004543767310678959,0.025609158910810947,0.008303694380447268
2006-05-31,-0.03404446318745613,-0.06414935737848282,0.030104894191026688,-0.04483301341533661
2006-06-30,-0.013597722165286541,-0.00809870008379221,-0.005499022081494331,-0.009415263962000608
2006-07-31,-0.02540530450642109,-0.04386347159743309,0.018458167091012,-0.02285715937614441
2006-08-31,0.024775655940175056,0.01955166831612587,0.005223987624049187,0.02442009821534157
2006-09-29,0.004660299979150295,-0.004353520460426807,0.009013820439577103,0.008052239217795432
2006-10-31,0.056020304560661316,0.039968498051166534,0.01605180650949478,0.04465756230056286
2006-11-30,0.03376499190926552,0.036343932151794434,-0.0025789402425289154,0.02906771991401911
2006-12-29,0.025061750784516335,-0.01107797585427761,0.036139726638793945,0.013544631563127041
2007-01-31,0.025808991864323616,0.02087235450744629,0.004936637356877327,0.021048008091747762
2007-02-28,0.004458179231733084,-0.0032012842129915953,0.007659463444724679,0.0008013713406398893
2007-03-30,0.0008234875276684761,0.0072321402840316296,-0.0064086527563631535,0.005853643058799207
2007-04-30,0.024109551683068275,0.03477219492197037,-0.010662643238902092,0.025335208140313627
2007-05-31,0.019770922139286995,0.031478505581617355,-0.01170758344233036,0.022459843289107086
2007-06-29,-0.007795611396431923,-0.0018278430216014385,-0.005967768374830484,-0.00853327619843185
2007-07-31,-0.04213514178991318,-0.045318230986595154,0.0031830891966819763,-0.04419794343411922
2007-08-31,-0.027181297540664673,-0.01133367232978344,-0.015847625210881233,-0.012911464972421526
2007-09-28,0.011717449873685837,0.03182418644428253,-0.020106736570596695,0.02363010197877884
2007-10-31,0.01464302372187376,0.011926181614398956,0.002716842107474804,0.015764984488487243
2007-11-30,-0.08288771659135818,-0.09770531207323074,0.014817595481872559,-0.07860833443701268
2007-12-31,-0.006566833704710007,-0.029224051162600517,0.02265721745789051,-0.012163978861644864
2008-01-31,-0.056213658303022385,-0.03893972933292389,-0.017273928970098495,-0.04670030064880848
2008-02-29,-0.003314994741231203,-0.05155089125037193,0.04823589650914073,-0.02335474796127528
2008-03-31,-0.02918415330350399,-0.019463343545794487,-0.009720809757709503,-0.02623900957405567
2008-04-30,0.032002389430999756,0.018320336937904358,0.013682052493095398,0.029696826264262198
2008-05-30,0.009892254136502743,0.04836651310324669,-0.038474258966743946,0.030689933989197015
2008-06-30,-0.051510270684957504,-0.14396747946739197,0.09245720878243446,-0.08872429393231869
2008-07-31,-0.013682624325156212,0.02521558664739132,-0.03889821097254753,-0.0029717140132561326
2008-08-29,0.026320192962884903,0.0032043776009231806,0.023115815361961722,0.012775759934447706
2008-09-30,-0.10952506959438324,-0.12497430294752121,0.01544923335313797,-0.12146394774317741
2008-10-31,-0.17284636199474335,-0.2642573118209839,0.09141094982624054,-0.21050549298524857
2008-11-28,-0.17305709421634674,-0.14547112584114075,-0.027585968375205994,-0.1388177067041397
2008-12-31,0.022970175370573997,0.0638909712433815,-0.0409207958728075,0.03839888758957386
2009-01-30,-0.02194528840482235,-0.038587264716625214,0.016641976311802864,-0.024096839129924774
2009-02-27,-0.1426357924938202,-0.1168728843331337,-0.025762908160686493,-0.11364231482148171
2009-03-31,0.04172489419579506,0.2534535825252533,-0.21172868832945824,0.10633677281439305
2009-04-30,0.10002562403678894,0.4088611602783203,-0.30883553624153137,0.20000380650162697
