DATE,RF Fixed_ret12_Long,RF Fixed_ret12_Short,RF Fixed_ret12_LS,Market
2005-01-31,0.07541811466217041,0.04179421067237854,0.03362390398979187,0.05304011441767216
2005-02-28,0.18126176297664642,0.15443988144397736,0.026821881532669067,0.16252202168107033
2005-03-31,0.14041683077812195,0.1410961151123047,-0.0006792843341827393,0.13877470195293426
2005-04-29,0.28419390320777893,0.1528189778327942,0.13137492537498474,0.22361585795879363
2005-05-31,0.35484883189201355,0.27316975593566895,0.0816790759563446,0.299833320081234
2005-06-30,0.2498289942741394,0.18125608563423157,0.06857290863990784,0.18779245093464852
2005-07-29,0.2026015967130661,0.06932344287633896,0.13327815383672714,0.14325420781970025
2005-08-31,0.06674596667289734,0.05726490914821625,0.009481057524681091,0.05631262270035222
2005-09-30,0.04552749544382095,0.08952201902866364,-0.04399452358484268,0.08696594610810279
2005-10-31,0.09495904296636581,0.07331910729408264,0.021639935672283173,0.08511788435280324
2005-11-30,0.20767487585544586,0.1735665500164032,0.034108325839042664,0.1728658616542816
2005-12-30,0.1840825080871582,0.14823965728282928,0.03584285080432892,0.16543641686439514
2006-01-31,0.18473553657531738,0.18343527615070343,0.0013002604246139526,0.16605793535709382
2006-02-28,0.13866972923278809,0.1165013536810875,0.022168375551700592,0.11172668561339379
2006-03-31,0.13440623879432678,0.10446907579898834,0.02993716299533844,0.10607914999127388
2006-04-28,0.09755489975214005,0.10655225813388824,-0.0089973583817482,0.07853784412145615
2006-05-31,0.12168645113706589,0.10736691951751709,0.014319531619548798,0.09737017340958118
2006-06-30,0.2072898894548416,0.17478631436824799,0.03250357508659363,0.17685316801071166
2006-07-31,0.2233608067035675,0.2010832279920578,0.022277578711509705,0.17850667238235474
2006-08-31,0.18444421887397766,0.17618094384670258,0.008263275027275085,0.15561175495386123
2006-09-29,0.16309592127799988,0.0646289810538292,0.09846694022417068,0.11758368685841561
2006-10-31,0.16797737777233124,0.1824071705341339,-0.014429792761802673,0.13753738217055797
2006-11-30,0.13882356882095337,0.15650971233844757,-0.0176861435174942,0.11209023259580135
2006-12-29,0.010093566961586475,-0.025658922269940376,0.03575248923152685,-0.0067225021310150625
2007-01-31,-0.04294509440660477,0.02587103843688965,-0.06881613284349442,-0.027249605115503072
2007-02-28,-0.11719275265932083,-0.055901624262332916,-0.061291128396987915,-0.10181382484734058
2007-03-30,-0.16482782363891602,-0.06449796259403229,-0.10032986104488373,-0.12127973809838295
2007-04-30,-0.19094567000865936,-0.11769189685583115,-0.07325377315282822,-0.14773145467042922
2007-05-31,-0.19630591571331024,-0.09762988984584808,-0.09867602586746216,-0.14128045067191125
2007-06-29,-0.17580676078796387,-0.04971590265631676,-0.1260908581316471,-0.13424538709223272
2007-07-31,-0.2603130340576172,-0.1370348185300827,-0.12327821552753448,-0.19422168135643006
2007-08-31,-0.20668794214725494,-0.14006365835666656,-0.06662428379058838,-0.16557247564196587
2007-09-28,-0.14861181378364563,-0.06291192770004272,-0.0856998860836029,-0.15080345869064332
2007-10-31,-0.29710477590560913,-0.2893218696117401,-0.0077829062938690186,-0.2666300356388092
2007-11-30,-0.4796111583709717,-0.45494356751441956,-0.024667590856552124,-0.4228607267141342
2007-12-31,-0.513949990272522,-0.4922292232513428,-0.0217207670211792,-0.455797478556633
2008-01-31,-0.5079436302185059,-0.46797847747802734,-0.039965152740478516,-0.43216883540153506
2008-02-29,-0.47854501008987427,-0.47407880425453186,-0.004466205835342407,-0.43383185267448426
2008-03-31,-0.537575900554657,-0.5075079798698425,-0.030067920684814453,-0.4745872586965561
2008-04-30,-0.47930386662483215,-0.40822988748550415,-0.071073979139328,-0.42319254875183104
2008-05-30,-0.4190775156021118,-0.22984524071216583,-0.18923227488994598,-0.36259438544511796
2008-06-30,-0.3865966796875,-0.34174826741218567,-0.04484841227531433,-0.33720980286598207
2008-07-31,-0.2988428473472595,-0.26500722765922546,-0.03383561968803406,-0.2511786088347435
2008-08-29,-0.1930854171514511,-0.08017292618751526,-0.11291249096393585,-0.19349740147590638
2008-09-30,-0.1751321256160736,-0.17318500578403473,-0.0019471198320388794,-0.17677712626755238
2008-10-31,0.044537827372550964,0.08611656725406647,-0.0415787398815155,0.012774757342413068
2008-11-28,0.34100228548049927,0.34516051411628723,-0.004158228635787964,0.2517741650342941
2008-12-31,0.5691287517547607,0.7372686862945557,-0.16813993453979492,0.548976045846939
2009-01-30,0.8480901122093201,0.55308598279953,0.29500412940979004,0.5925655782222747
2009-02-27,0.8527528643608093,0.42253363132476807,0.43021923303604126,0.614258024096489
2009-03-31,0.9567347764968872,0.9794757962226868,-0.02274101972579956,0.9536426663398743
2009-04-30,0.9264703392982483,0.9420537948608398,-0.015583455562591553,0.8921075344085694
2009-05-29,0.944892168045044,0.44476839900016785,0.5001237690448761,0.6458775013685226
2009-06-30,0.5931776762008667,0.3141034245491028,0.2790742516517639,0.37828029990196227
2009-07-31,0.41532665491104126,0.25402939319610596,0.1612972617149353,0.26955847889184953
2009-08-31,0.3460192382335663,0.1876171976327896,0.15840204060077667,0.2321655973792076
2009-09-30,0.07798582315444946,0.11939520388841629,-0.04140938073396683,0.10348610952496529
2009-10-30,0.16624385118484497,0.17549607157707214,-0.009252220392227173,0.12857780158519744
2009-11-30,0.22293174266815186,0.21647195518016815,0.006459787487983704,0.23985799103975297
2009-12-31,0.24774129688739777,0.14993180334568024,0.09780949354171753,0.22672649025917052
2010-01-29,0.3028714656829834,0.12700720131397247,0.17586426436901093,0.23683763593435286
2010-02-26,0.34618908166885376,0.12126421928405762,0.22492486238479614,0.27194909900426867
2010-03-31,0.27937957644462585,0.17568616569042206,0.1036934107542038,0.2748565971851349
2010-04-30,0.18705636262893677,0.16942845284938812,0.017627909779548645,0.20383425652980805
2010-05-28,0.20523881912231445,0.08370326459407806,0.12153555452823639,0.1581250585615635
2010-06-30,0.15278469026088715,0.19081047177314758,-0.03802578151226044,0.23500284403562546
2010-07-30,0.29943928122520447,0.13926245272159576,0.1601768285036087,0.2857558384537697
2010-08-31,0.16282935440540314,0.10511461645364761,0.057714737951755524,0.180238489061594
2010-09-30,0.11746535450220108,0.06552813202142715,0.051937222480773926,0.1473209261894226
