DATE,RF Fixed_ret_Long,RF Fixed_ret_Short,RF Fixed_ret_LS,Market
2005-01-31,-0.05920037627220154,-0.0207508634775877,-0.03844951279461384,-0.029962110496126116
2005-02-28,-0.0033223845530301332,0.01906287483870983,-0.022385259391739964,0.01594890656415373
2005-03-31,-0.07302886992692947,-0.013881733641028404,-0.05914713628590107,-0.033873694203794005
2005-04-29,-0.07674632966518402,-0.009710486978292465,-0.06703584268689156,-0.04698311369866133
2005-05-31,0.060420311987400055,0.042722366750240326,0.01769794523715973,0.042164086177945134
2005-06-30,0.035721298307180405,0.02171376533806324,0.014007532969117165,0.03057455215603113
2005-07-29,0.08089052140712738,0.04536278918385506,0.035527732223272324,0.057119237072765824
2005-08-31,-0.009399939328432083,-0.020522065460681915,0.011122126132249832,-0.008579999930225313
2005-09-30,0.021363914012908936,0.007124864496290684,0.014239049516618252,0.009751270292326808
2005-10-31,-0.05635525658726692,-0.03261261805891991,-0.023742638528347015,-0.03486416069790721
2005-11-30,0.03391602635383606,0.020703289657831192,0.013212736696004868,0.033109056390821935
2005-12-30,0.007268388289958239,0.014520415104925632,-0.007252026814967394,0.012074205186218023
2006-01-31,0.11759590357542038,0.07046359777450562,0.047132305800914764,0.07401002310216427
2006-02-28,-0.0006007461925037205,0.00885081198066473,-0.00945155817316845,0.0036306660709669813
2006-03-31,0.057129889726638794,0.041140470653772354,0.01598941907286644,0.03549279486760497
2006-04-28,-0.002700861543416977,0.001340248971246183,-0.00404111051466316,0.00830457549309358
2006-05-31,-0.08292476087808609,-0.03592381253838539,-0.0470009483397007,-0.044828787073493005
2006-06-30,-0.026956524699926376,-0.00681306654587388,-0.020143458154052496,-0.00941459711175412
2006-07-31,-0.060485128313302994,-0.024957530200481415,-0.03552759811282158,-0.022854893282055855
2006-08-31,0.03455628827214241,0.022902119904756546,0.011654168367385864,0.024420594982802867
2006-09-29,0.009873255155980587,0.004244162701070309,0.005629092454910278,0.008053516666404904
2006-10-31,0.05350653827190399,0.04467012360692024,0.00883641466498375,0.04465756230056286
2006-11-30,0.033990997821092606,0.028929758816957474,0.005061239004135132,0.029065136425197126
2006-12-29,0.008237932808697224,0.003879052586853504,0.0043588802218437195,0.013546029198914766
2007-01-31,0.024968503043055534,0.025428464636206627,-0.00045996159315109253,0.0210464165546
2007-02-28,0.0019042574567720294,0.011626611463725567,-0.009722354006953537,0.0008031177974771708
2007-03-30,0.001893850159831345,0.005695020779967308,-0.003801170620135963,0.005853608902543783
2007-04-30,0.02930009551346302,0.027133239433169365,0.0021668560802936554,0.025333669502288103
2007-05-31,0.006661195773631334,0.03854645416140556,-0.03188525838777423,0.022461375081911684
2007-06-29,-0.0008188876672647893,-0.010126731358468533,0.009307843691203743,-0.00853356852021534
2007-07-31,-0.03883732110261917,-0.04759003594517708,0.008752714842557907,-0.044198273494839665
2007-08-31,-0.015417717397212982,-0.024271102622151375,0.008853385224938393,-0.012913353578187525
2007-09-28,0.04086165875196457,0.01799948699772358,0.02286217175424099,0.02362695587798953
2007-10-31,0.021359389647841454,0.01929892785847187,0.002060461789369583,0.015764768008375542
2007-11-30,-0.12289413064718246,-0.0808645635843277,-0.04202956706285477,-0.07860303744673729
2007-12-31,-0.01789429783821106,-0.010790950618684292,-0.007103347219526768,-0.012161223404109477
2008-01-31,-0.07267551124095917,-0.060086689889431,-0.012588821351528168,-0.04670262084109709
2008-02-29,-0.01005242858082056,-0.015156225301325321,0.005103796720504761,-0.023354748263955116
2008-03-31,-0.04710571840405464,-0.017229318618774414,-0.029876399785280228,-0.026237096078693865
2008-04-30,0.011988651938736439,0.03420449048280716,-0.02221583854407072,0.029696825426071882
2008-05-30,0.04858693107962608,0.0332690104842186,0.015317920595407486,0.030682935775257648
2008-06-30,-0.08954499661922455,-0.08924931287765503,-0.00029568374156951904,-0.08871603980660439
2008-07-31,-0.013674783520400524,0.0017930922331288457,-0.01546787575352937,-0.002974326927505899
2008-08-29,0.0215914323925972,0.00037370141944848,0.02121773097314872,0.012774918446666561
2008-09-30,-0.14518359303474426,-0.1177653819322586,-0.027418211102485657,-0.12146394550800324
2008-10-31,-0.23092134296894073,-0.2127402424812317,-0.018181100487709045,-0.2104920268058777
2008-11-28,-0.13610674440860748,-0.14183872938156128,0.005731984972953796,-0.13882023841142654
2008-12-31,0.019697366282343864,0.0343104749917984,-0.014613108709454536,0.038399085588753226
2009-01-30,-0.010357134975492954,0.035999543964862823,-0.04635667894035578,-0.02409591297619045
2009-02-27,-0.09821651130914688,-0.10608457028865814,0.007868058979511261,-0.11364040225744247
2009-03-31,0.12313815951347351,0.11465631425380707,0.008481845259666443,0.10631574019789695
2009-04-30,0.18592344224452972,0.2718391418457031,-0.0859156996011734,0.19998708963394166
2009-05-29,0.11902374774217606,0.12228157371282578,-0.0032578259706497192,0.10027414038777352
2009-06-30,0.051298245787620544,0.009182829409837723,0.04211541637778282,0.023315778560936452
2009-07-31,0.09065466374158859,0.1055774986743927,-0.014922834932804108,0.08507829308509826
2009-08-31,0.04592125862836838,0.05832292512059212,-0.01240166649222374,0.055090490728616714
2009-09-30,0.08105297386646271,0.07497476786375046,0.00607820600271225,0.07241373024880886
2009-10-30,-0.062497641891241074,-0.03886280208826065,-0.023634839802980423,-0.055079708248376845
2009-11-30,0.039562251418828964,0.026587629690766335,0.01297462172806263,0.02526193568482995
2009-12-31,0.059499021619558334,0.07220713794231415,-0.012708116322755814,0.05566083453595638
2010-01-29,-0.021919261664152145,-0.01122245378792286,-0.010696807876229286,-0.01153256608522497
2010-02-26,0.04160550236701965,0.0145820751786232,0.027023427188396454,0.034806274063885215
2010-03-31,0.09383255988359451,0.07367785274982452,0.02015470713376999,0.06970701478421688
2010-04-30,0.08748725056648254,0.06686737388372421,0.02061987668275833,0.06145899295806885
2010-05-28,-0.08802348375320435,-0.044993769377470016,-0.04302971437573433,-0.08032406233251095
2010-06-30,-0.07984444499015808,-0.0800691768527031,0.00022473186254501343,-0.06065686549991369
2010-07-30,0.052856799215078354,0.044821590185165405,0.008035209029912949,0.0587129395455122
2010-08-31,-0.06396404653787613,-0.06558434665203094,0.0016203001141548157,-0.05325289461761713
2010-09-30,0.1297878473997116,0.11456988751888275,0.015217959880828857,0.09864731840789318
2010-10-29,0.05737113952636719,0.041198521852493286,0.0161726176738739,0.04116511307656765
2010-11-30,0.022608298808336258,0.03118238039314747,-0.00857408158481121,0.012189541978295892
2010-12-31,0.09055822342634201,0.07675526291131973,0.013802960515022278,0.07013395130634308
2011-01-31,0.01649981550872326,0.00790322758257389,0.008596587926149368,0.012722654012031853
2011-02-28,0.030340731143951416,0.04745969548821449,-0.017118964344263077,0.03672131821513176
2011-03-31,0.008983302861452103,0.014164970256388187,-0.005181667394936085,0.007637877610977739
2011-04-29,0.02266722358763218,0.018223721534013748,0.004443502053618431,0.01687131738290191
2011-05-31,-0.03538672253489494,-0.004686817526817322,-0.03069990500807762,-0.020146013516932727
2011-06-30,-0.04539847746491432,-0.02265254221856594,-0.02274593524634838,-0.02743849568068981
2011-07-29,-0.0386989563703537,-0.01632669009268284,-0.02237226627767086,-0.02537438552826643
2011-08-31,-0.10499181598424911,-0.07134506106376648,-0.033646754920482635,-0.0811692364513874
2011-09-30,-0.13282930850982666,-0.09926338493824005,-0.03356592357158661,-0.1062303476035595
2011-10-31,0.1269284337759018,0.12218638509511948,0.004742048680782318,0.11083434000611306
2011-11-30,-0.04194391891360283,-0.01966152898967266,-0.022282389923930168,-0.023340872675180434
2011-12-30,-0.0152998436242342,-0.0017367613036185503,-0.01356308232061565,-0.003616311284713447
2012-01-31,0.12232217937707901,0.08223166316747665,0.040090516209602356,0.08995473980903626
2012-02-29,0.03698306530714035,0.03950304538011551,-0.0025199800729751587,0.036061030626296994
2012-03-30,0.03404930233955383,0.005185123533010483,0.02886417880654335,0.01975847128778696
2012-04-30,-0.017979806289076805,-0.012136559933423996,-0.005843246355652809,-0.011977838771417736
2012-05-31,-0.08680792897939682,-0.08173824101686478,-0.0050696879625320435,-0.07286318615078927
2012-06-29,0.037618037313222885,0.027831347659230232,0.009786689653992653,0.0348679082468152
2012-07-31,-0.00989631749689579,-0.021492745727300644,0.011596428230404854,-0.006630618986673653
2012-08-31,0.02878027781844139,0.03702838346362114,-0.008248105645179749,0.025623108260333538
2012-09-28,0.03042667917907238,0.03663316369056702,-0.0062064845114946365,0.03544330596923828
2012-10-31,-0.04064984992146492,-0.008575713261961937,-0.03207413665950298,-0.017045093048363925
2012-11-30,-0.0034360799472779036,0.010243088938295841,-0.013679168885573745,0.0003524017985910177
2012-12-31,0.0189074594527483,0.0394253246486187,-0.0205178651958704,0.02117929854430258
2013-01-31,0.08286438882350922,0.06624232232570648,0.016622066497802734,0.06862728521227837
